author,first_commit,last_commit,commit_count,active_years,active_days,monthly_avg,commit_percentage,cumulative_percentage,contributor_type
Ping Hu,2016-06-02,2016-06-02,1,1,0,inf,0.01826817683595177,88.63719400803821,One-time Contributor
Sudheer Satyanarayana,2016-06-21,2016-06-21,1,1,0,inf,0.01826817683595177,88.65546218487415,One-time Contributor
Spittie,2014-01-12,2014-01-12,1,1,0,inf,0.01826817683595177,88.6737303617101,One-time Contributor
Sobolev Nikita,2017-04-19,2017-04-19,1,1,0,inf,0.01826817683595177,88.69199853854604,One-time Contributor
St茅phane Wirtel,2019-07-10,2019-07-10,1,1,0,inf,0.01826817683595177,88.71026671538199,One-time Contributor
Suraj Patil,2014-07-03,2014-07-03,1,1,0,inf,0.01826817683595177,88.72853489221794,One-time Contributor
Sundar Raman,2011-11-02,2011-11-02,1,1,0,inf,0.01826817683595177,88.74680306905388,One-time Contributor
Prakash Pandey,2014-12-09,2014-12-09,1,1,0,inf,0.01826817683595177,88.76507124588983,One-time Contributor
Paul Butler,2019-05-31,2019-05-31,1,1,0,inf,0.01826817683595177,88.78333942272577,One-time Contributor
St茅phane Raimbault,2015-11-28,2015-11-28,1,1,0,inf,0.01826817683595177,88.80160759956172,One-time Contributor
Steffen Prince,2015-10-04,2015-10-04,1,1,0,inf,0.01826817683595177,88.81987577639767,One-time Contributor
Steve Leonard,2013-04-04,2013-04-04,1,1,0,inf,0.01826817683595177,88.83814395323361,One-time Contributor
Per Mortensen,2017-11-22,2017-11-22,1,1,0,inf,0.01826817683595177,88.85641213006956,One-time Contributor
Pete Beardmore,2019-03-18,2019-03-18,1,1,0,inf,0.01826817683595177,88.8746803069055,One-time Contributor
Pedro Guilherme S. Moreira,2023-05-18,2023-05-18,1,1,0,inf,0.01826817683595177,88.89294848374145,One-time Contributor
Stephon Harris,2018-10-27,2018-10-27,1,1,0,inf,0.01826817683595177,88.9112166605774,One-time Contributor
Shuhrat Dehkanov,2015-05-06,2015-05-06,1,1,0,inf,0.01826817683595177,88.92948483741334,One-time Contributor
Peter Landoll,2019-05-06,2019-05-06,1,1,0,inf,0.01826817683595177,88.94775301424929,One-time Contributor
Peter Manser,2011-06-20,2011-06-20,1,1,0,inf,0.01826817683595177,88.96602119108523,One-time Contributor
Stefano Costa,2013-06-14,2013-06-14,1,1,0,inf,0.01826817683595177,88.98428936792118,One-time Contributor
Paulo Poiati,2013-02-27,2013-02-27,1,1,0,inf,0.01826817683595177,89.00255754475712,One-time Contributor
Stefane Fermigier,2022-01-27,2022-01-27,1,1,0,inf,0.01826817683595177,89.02082572159307,One-time Contributor
Stefan W贸jcik,2016-05-05,2016-05-05,1,1,0,inf,0.01826817683595177,89.03909389842902,One-time Contributor
Steve Romanow,2011-05-18,2011-05-18,1,1,0,inf,0.01826817683595177,89.05736207526496,One-time Contributor
Phil Jones,2022-07-06,2022-07-06,1,1,0,inf,0.01826817683595177,89.07563025210091,One-time Contributor
Static,2017-03-06,2017-03-06,1,1,0,inf,0.01826817683595177,89.09389842893685,One-time Contributor
Steven Loria,2016-04-08,2016-04-08,1,1,0,inf,0.01826817683595177,89.1121666057728,One-time Contributor
Steven Osborn,2011-10-16,2011-10-16,1,1,0,inf,0.01826817683595177,89.13043478260875,One-time Contributor
Pengfei Xue,2013-10-30,2013-10-30,1,1,0,inf,0.01826817683595177,89.14870295944469,One-time Contributor
Peter G Kritikos,2020-03-04,2020-03-04,1,1,0,inf,0.01826817683595177,89.16697113628064,One-time Contributor
Parkayun,2015-01-02,2015-01-02,1,1,0,inf,0.01826817683595177,89.18523931311658,One-time Contributor
Shawn McElroy,2016-06-02,2016-06-02,1,1,0,inf,0.01826817683595177,89.20350748995253,One-time Contributor
O臒uzhan 脟elikarslan,2022-08-12,2022-08-12,1,1,0,inf,0.01826817683595177,89.22177566678847,One-time Contributor
SaturnR,2016-08-20,2016-08-20,1,1,0,inf,0.01826817683595177,89.24004384362442,One-time Contributor
Redian,2015-11-26,2015-11-26,1,1,0,inf,0.01826817683595177,89.25831202046037,One-time Contributor
Sateesh,2014-12-30,2014-12-30,1,1,0,inf,0.01826817683595177,89.27658019729631,One-time Contributor
Redian Ibra,2015-11-26,2015-11-26,1,1,0,inf,0.01826817683595177,89.29484837413226,One-time Contributor
Reece Dunham,2019-11-22,2019-11-22,1,1,0,inf,0.01826817683595177,89.3131165509682,One-time Contributor
Reetta Vaahtoranta,2013-11-09,2013-11-09,1,1,0,inf,0.01826817683595177,89.33138472780415,One-time Contributor
Sarthak Vineet Kumar,2020-11-05,2020-11-05,1,1,0,inf,0.01826817683595177,89.3496529046401,One-time Contributor
Reisen,2011-07-08,2011-07-08,1,1,0,inf,0.01826817683595177,89.36792108147604,One-time Contributor
Sang Min Park,2019-05-31,2019-05-31,1,1,0,inf,0.01826817683595177,89.38618925831199,One-time Contributor
Sam Anderson,2011-03-13,2011-03-13,1,1,0,inf,0.01826817683595177,89.40445743514793,One-time Contributor
R茅my Roy,2011-03-30,2011-03-30,1,1,0,inf,0.01826817683595177,89.42272561198388,One-time Contributor
Reuven,2016-03-04,2016-03-04,1,1,0,inf,0.01826817683595177,89.44099378881982,One-time Contributor
PHeanEX,2016-08-31,2016-08-31,1,1,0,inf,0.01826817683595177,89.45926196565577,One-time Contributor
Pablo Marti,2016-09-12,2016-09-12,1,1,0,inf,0.01826817683595177,89.47753014249172,One-time Contributor
Robert Picard,2013-07-29,2013-07-29,1,1,0,inf,0.01826817683595177,89.49579831932766,One-time Contributor
Ryuichi Watanabe,2020-08-31,2020-08-31,1,1,0,inf,0.01826817683595177,89.51406649616361,One-time Contributor
Rohan Talip,2018-12-27,2018-12-27,1,1,0,inf,0.01826817683595177,89.53233467299955,One-time Contributor
RyanSquared,2019-02-12,2019-02-12,1,1,0,inf,0.01826817683595177,89.5506028498355,One-time Contributor
Ryan Thielke,2019-05-31,2019-05-31,1,1,0,inf,0.01826817683595177,89.56887102667145,One-time Contributor
Rohan salwan,2021-06-23,2021-06-23,1,1,0,inf,0.01826817683595177,89.58713920350739,One-time Contributor
Ryan Nevius,2021-10-18,2021-10-18,1,1,0,inf,0.01826817683595177,89.60540738034334,One-time Contributor
Roman,2016-09-05,2016-09-05,1,1,0,inf,0.01826817683595177,89.62367555717928,One-time Contributor
Ryan Macy,2012-10-01,2012-10-01,1,1,0,inf,0.01826817683595177,89.64194373401523,One-time Contributor
Ross Lawley,2011-10-17,2011-10-17,1,1,0,inf,0.01826817683595177,89.66021191085117,One-time Contributor
Roy Crihfield,2017-10-24,2017-10-24,1,1,0,inf,0.01826817683595177,89.67848008768712,One-time Contributor
Saul  Urias,2018-05-29,2018-05-29,1,1,0,inf,0.01826817683595177,89.69674826452307,One-time Contributor
Scott Crosby,2019-05-31,2019-05-31,1,1,0,inf,0.01826817683595177,89.71501644135901,One-time Contributor
Sean Cronin,2013-10-15,2013-10-15,1,1,0,inf,0.01826817683595177,89.73328461819496,One-time Contributor
Seth Rutner,2021-09-21,2021-09-21,1,1,0,inf,0.01826817683595177,89.7515527950309,One-time Contributor
Qingpeng Li,2022-04-29,2022-04-29,1,1,0,inf,0.01826817683595177,89.76982097186685,One-time Contributor
Sharoon Thomas,2011-05-17,2011-05-17,1,1,0,inf,0.01826817683595177,89.7880891487028,One-time Contributor
Shandy Brown,2016-11-01,2016-11-01,1,1,0,inf,0.01826817683595177,89.80635732553874,One-time Contributor
Pascal Hartig,2012-03-28,2012-03-28,1,1,0,inf,0.01826817683595177,89.82462550237469,One-time Contributor
Shanavas M,2020-03-18,2020-03-18,1,1,0,inf,0.01826817683595177,89.84289367921063,One-time Contributor
Shalabh Aggarwal,2014-05-14,2014-05-14,1,1,0,inf,0.01826817683595177,89.86116185604658,One-time Contributor
Quentin Roy,2012-10-20,2012-10-20,1,1,0,inf,0.01826817683595177,89.87943003288252,One-time Contributor
Radoslav Gerganov,2017-10-13,2017-10-13,1,1,0,inf,0.01826817683595177,89.89769820971847,One-time Contributor
Runar Trollet Kristoffersen,2017-03-19,2017-03-19,1,1,0,inf,0.01826817683595177,89.91596638655442,One-time Contributor
Shakib Hossain,2016-07-16,2016-07-16,1,1,0,inf,0.01826817683595177,89.93423456339036,One-time Contributor
Rafael Aviles,2021-05-14,2021-05-14,1,1,0,inf,0.01826817683595177,89.95250274022631,One-time Contributor
Sergio Di虂az Sa虂nchez,2017-02-28,2017-02-28,1,1,0,inf,0.01826817683595177,89.97077091706225,One-time Contributor
Sean Reifschneider,2011-02-06,2011-02-06,1,1,0,inf,0.01826817683595177,89.9890390938982,One-time Contributor
Sergey,2012-03-31,2012-03-31,1,1,0,inf,0.01826817683595177,90.00730727073415,One-time Contributor
Rafael Zimmer,2022-04-12,2022-04-12,1,1,0,inf,0.01826817683595177,90.02557544757009,One-time Contributor
Sergei,2020-07-02,2020-07-02,1,1,0,inf,0.01826817683595177,90.04384362440604,One-time Contributor
Serge S. Koval,2013-06-14,2013-06-14,1,1,0,inf,0.01826817683595177,90.06211180124198,One-time Contributor
Ralph Bean,2012-09-13,2012-09-13,1,1,0,inf,0.01826817683595177,90.08037997807793,One-time Contributor
Ramiro Gomez,2012-07-21,2012-07-21,1,1,0,inf,0.01826817683595177,90.09864815491387,One-time Contributor
Sebastian Kalinowski,2017-02-28,2017-02-28,1,1,0,inf,0.01826817683595177,90.11691633174982,One-time Contributor
Sebastian Jakubiak,2019-05-13,2019-05-13,1,1,0,inf,0.01826817683595177,90.13518450858577,One-time Contributor
Sebastian H枚ffner,2020-10-29,2020-10-29,1,1,0,inf,0.01826817683595177,90.15345268542171,One-time Contributor
Ramiro G贸mez,2012-06-17,2012-06-17,1,1,0,inf,0.01826817683595177,90.17172086225766,One-time Contributor
Randall Degges,2012-07-20,2012-07-20,1,1,0,inf,0.01826817683595177,90.1899890390936,One-time Contributor
Radovan Bast,2018-05-24,2018-05-24,1,1,0,inf,0.01826817683595177,90.20825721592955,One-time Contributor
Yao Long,2018-04-27,2018-04-27,1,1,0,inf,0.01826817683595177,90.2265253927655,One-time Contributor
Sven Slootweg,2012-07-21,2012-07-21,1,1,0,inf,0.01826817683595177,90.24479356960144,One-time Contributor
ning.xie,2015-04-19,2015-04-19,1,1,0,inf,0.01826817683595177,90.26306174643739,One-time Contributor
kracekumar,2011-10-06,2011-10-06,1,1,0,inf,0.01826817683595177,90.28132992327333,One-time Contributor
kurtatter,2024-11-23,2024-11-23,1,1,0,inf,0.01826817683595177,90.29959810010928,One-time Contributor
kylepollina,2020-02-27,2020-02-27,1,1,0,inf,0.01826817683595177,90.31786627694522,One-time Contributor
lambdadi,2013-02-11,2013-02-11,1,1,0,inf,0.01826817683595177,90.33613445378117,One-time Contributor
lettow-humain,2023-03-17,2023-03-17,1,1,0,inf,0.01826817683595177,90.35440263061712,One-time Contributor
linchiwei123,2019-07-24,2019-07-24,1,1,0,inf,0.01826817683595177,90.37267080745306,One-time Contributor
lizard,2023-11-24,2023-11-24,1,1,0,inf,0.01826817683595177,90.39093898428901,One-time Contributor
lobeck,2015-07-16,2015-07-16,1,1,0,inf,0.01826817683595177,90.40920716112495,One-time Contributor
makdon,2019-07-21,2019-07-21,1,1,0,inf,0.01826817683595177,90.4274753379609,One-time Contributor
martinamca,2023-03-08,2023-03-08,1,1,0,inf,0.01826817683595177,90.44574351479685,One-time Contributor
miquelvir,2020-09-28,2020-09-28,1,1,0,inf,0.01826817683595177,90.46401169163279,One-time Contributor
mjfroehlich,2014-04-13,2014-04-13,1,1,0,inf,0.01826817683595177,90.48227986846874,One-time Contributor
mohammad m. moniri,2023-06-21,2023-06-21,1,1,0,inf,0.01826817683595177,90.50054804530468,One-time Contributor
moraes,2010-04-12,2010-04-12,1,1,0,inf,0.01826817683595177,90.51881622214063,One-time Contributor
moyosore,2018-10-13,2018-10-13,1,1,0,inf,0.01826817683595177,90.53708439897657,One-time Contributor
msiyaj,2015-08-27,2015-08-27,1,1,0,inf,0.01826817683595177,90.55535257581252,One-time Contributor
na2shell,2021-06-25,2021-06-25,1,1,0,inf,0.01826817683595177,90.57362075264847,One-time Contributor
nabbisen,2021-08-29,2021-08-29,1,1,0,inf,0.01826817683595177,90.59188892948441,One-time Contributor
nathanbegbie,2018-07-27,2018-07-27,1,1,0,inf,0.01826817683595177,90.61015710632036,One-time Contributor
kotvkvante,2025-01-26,2025-01-26,1,1,0,inf,0.01826817683595177,90.6284252831563,One-time Contributor
kevinanew,2020-02-23,2020-02-23,1,1,0,inf,0.01826817683595177,90.64669345999225,One-time Contributor
kekumu,2014-05-19,2014-05-19,1,1,0,inf,0.01826817683595177,90.6649616368282,One-time Contributor
jangjunha,2018-10-25,2018-10-25,1,1,0,inf,0.01826817683595177,90.68322981366414,One-time Contributor
hauntsaninja,2023-08-08,2023-08-08,1,1,0,inf,0.01826817683595177,90.70149799050009,One-time Contributor
hharutyunyan,2019-08-29,2019-08-29,1,1,0,inf,0.01826817683595177,90.71976616733603,One-time Contributor
hidavy,2015-10-23,2015-10-23,1,1,0,inf,0.01826817683595177,90.73803434417198,One-time Contributor
hugovk,2017-10-25,2017-10-25,1,1,0,inf,0.01826817683595177,90.75630252100792,One-time Contributor
huimingz,2021-01-03,2021-01-03,1,1,0,inf,0.01826817683595177,90.77457069784387,One-time Contributor
iammookli,2012-03-15,2012-03-15,1,1,0,inf,0.01826817683595177,90.79283887467982,One-time Contributor
icreatedanaccount,2019-05-06,2019-05-06,1,1,0,inf,0.01826817683595177,90.81110705151576,One-time Contributor
iomintz,2020-06-17,2020-06-17,1,1,0,inf,0.01826817683595177,90.82937522835171,One-time Contributor
jaydarius,2019-05-08,2019-05-08,1,1,0,inf,0.01826817683595177,90.84764340518765,One-time Contributor
kaveh,2017-05-23,2017-05-23,1,1,0,inf,0.01826817683595177,90.8659115820236,One-time Contributor
jordan bonser,2019-03-09,2019-03-09,1,1,0,inf,0.01826817683595177,90.88417975885955,One-time Contributor
jordivandooren,2020-12-30,2020-12-30,1,1,0,inf,0.01826817683595177,90.90244793569549,One-time Contributor
jtsoi,2012-03-16,2012-03-16,1,1,0,inf,0.01826817683595177,90.92071611253144,One-time Contributor
ka7,2017-04-11,2017-04-11,1,1,0,inf,0.01826817683595177,90.93898428936738,One-time Contributor
kadai0308,2025-05-17,2025-05-17,1,1,0,inf,0.01826817683595177,90.95725246620333,One-time Contributor
kangetsu121,2021-03-16,2021-03-16,1,1,0,inf,0.01826817683595177,90.97552064303927,One-time Contributor
karintou8710,2021-10-16,2021-10-16,1,1,0,inf,0.01826817683595177,90.99378881987522,One-time Contributor
kaushik kothiya,2021-08-05,2021-08-05,1,1,0,inf,0.01826817683595177,91.01205699671117,One-time Contributor
nick2202,2023-09-22,2023-09-22,1,1,0,inf,0.01826817683595177,91.03032517354711,One-time Contributor
nivm,2016-01-10,2016-01-10,1,1,0,inf,0.01826817683595177,91.04859335038306,One-time Contributor
Sviatoslav Sydorenko (小胁褟褌芯褋谢邪胁 小懈写芯褉械薪泻芯),2024-02-27,2024-02-27,1,1,0,inf,0.01826817683595177,91.066861527219,One-time Contributor
octopoulpe,2022-03-22,2022-03-22,1,1,0,inf,0.01826817683595177,91.08512970405495,One-time Contributor
tautv,2022-08-09,2022-08-09,1,1,0,inf,0.01826817683595177,91.1033978808909,One-time Contributor
tay-k,2014-09-18,2014-09-18,1,1,0,inf,0.01826817683595177,91.12166605772684,One-time Contributor
teichopsia-,2016-08-19,2016-08-19,1,1,0,inf,0.01826817683595177,91.13993423456279,One-time Contributor
trirpi,2017-06-16,2017-06-16,1,1,0,inf,0.01826817683595177,91.15820241139873,One-time Contributor
uedvt359,2022-03-15,2022-03-15,1,1,0,inf,0.01826817683595177,91.17647058823468,One-time Contributor
ultimecia7,2019-05-31,2019-05-31,1,1,0,inf,0.01826817683595177,91.19473876507062,One-time Contributor
vdanain,2019-06-02,2019-06-02,1,1,0,inf,0.01826817683595177,91.21300694190657,One-time Contributor
vojtekb,2017-02-09,2017-02-09,1,1,0,inf,0.01826817683595177,91.23127511874252,One-time Contributor
vorelq,2018-09-29,2018-09-29,1,1,0,inf,0.01826817683595177,91.24954329557846,One-time Contributor
waffle-stomper,2022-09-14,2022-09-14,1,1,0,inf,0.01826817683595177,91.26781147241441,One-time Contributor
wangbing,2017-05-10,2017-05-10,1,1,0,inf,0.01826817683595177,91.28607964925035,One-time Contributor
whiteUnicorn,2016-03-15,2016-03-15,1,1,0,inf,0.01826817683595177,91.3043478260863,One-time Contributor
wldtyp,2016-06-03,2016-06-03,1,1,0,inf,0.01826817683595177,91.32261600292225,One-time Contributor
wodim,2015-11-04,2015-11-04,1,1,0,inf,0.01826817683595177,91.34088417975819,One-time Contributor
yingshaoxo,2020-01-03,2020-01-03,1,1,0,inf,0.01826817683595177,91.35915235659414,One-time Contributor
yk396,2020-07-22,2020-07-22,1,1,0,inf,0.01826817683595177,91.37742053343008,One-time Contributor
zcchen,2018-02-12,2018-02-12,1,1,0,inf,0.01826817683595177,91.39568871026603,One-time Contributor
zhuangzhuang,2024-11-27,2024-11-27,1,1,0,inf,0.01826817683595177,91.41395688710197,One-time Contributor
灏忔槑,2016-09-26,2016-09-26,1,1,0,inf,0.01826817683595177,91.43222506393792,One-time Contributor
talam,2013-10-12,2013-10-12,1,1,0,inf,0.01826817683595177,91.45049324077387,One-time Contributor
streety,2011-04-18,2011-04-18,1,1,0,inf,0.01826817683595177,91.46876141760981,One-time Contributor
soulseekah,2012-11-03,2012-11-03,1,1,0,inf,0.01826817683595177,91.48702959444576,One-time Contributor
raimu,2014-04-11,2014-04-11,1,1,0,inf,0.01826817683595177,91.5052977712817,One-time Contributor
oleksis,2021-05-13,2021-05-13,1,1,0,inf,0.01826817683595177,91.52356594811765,One-time Contributor
oliversong,2012-12-26,2012-12-26,1,1,0,inf,0.01826817683595177,91.5418341249536,One-time Contributor
olliemath,2021-11-20,2021-11-20,1,1,0,inf,0.01826817683595177,91.56010230178954,One-time Contributor
otherJL0,2022-01-11,2022-01-11,1,1,0,inf,0.01826817683595177,91.57837047862549,One-time Contributor
owgreen,2023-02-03,2023-02-03,1,1,0,inf,0.01826817683595177,91.59663865546143,One-time Contributor
pavithra,2023-08-13,2023-08-13,1,1,0,inf,0.01826817683595177,91.61490683229738,One-time Contributor
pinchsp,2012-09-04,2012-09-04,1,1,0,inf,0.01826817683595177,91.63317500913332,One-time Contributor
pkuphy,2014-12-05,2014-12-05,1,1,0,inf,0.01826817683595177,91.65144318596927,One-time Contributor
rayanth,2022-12-13,2022-12-13,1,1,0,inf,0.01826817683595177,91.66971136280522,One-time Contributor
skeuomorf,2014-01-06,2014-01-06,1,1,0,inf,0.01826817683595177,91.68797953964116,One-time Contributor
raymond-devries,2020-02-10,2020-02-10,1,1,0,inf,0.01826817683595177,91.70624771647711,One-time Contributor
rocambolesque,2016-09-09,2016-09-09,1,1,0,inf,0.01826817683595177,91.72451589331305,One-time Contributor
root-11,2014-07-01,2014-07-01,1,1,0,inf,0.01826817683595177,91.742784070149,One-time Contributor
rsyring,2013-10-11,2013-10-11,1,1,0,inf,0.01826817683595177,91.76105224698495,One-time Contributor
sanderl-mediamonks,2016-08-22,2016-08-22,1,1,0,inf,0.01826817683595177,91.77932042382089,One-time Contributor
sblondon,2020-09-28,2020-09-28,1,1,0,inf,0.01826817683595177,91.79758860065684,One-time Contributor
schneems,2013-01-24,2013-01-24,1,1,0,inf,0.01826817683595177,91.81585677749278,One-time Contributor
shidenggui,2019-01-08,2019-01-08,1,1,0,inf,0.01826817683595177,91.83412495432873,One-time Contributor
hallazzang,2017-08-06,2017-08-06,1,1,0,inf,0.01826817683595177,91.85239313116467,One-time Contributor
gutianci,2020-03-05,2020-03-05,1,1,0,inf,0.01826817683595177,91.87066130800062,One-time Contributor
gunbei,2016-03-23,2016-03-23,1,1,0,inf,0.01826817683595177,91.88892948483657,One-time Contributor
grahamlutz,2017-06-10,2017-06-10,1,1,0,inf,0.01826817683595177,91.90719766167251,One-time Contributor
Trung Ly,2013-01-14,2013-01-14,1,1,0,inf,0.01826817683595177,91.92546583850846,One-time Contributor
Tushar Sadhwani,2022-03-08,2022-03-08,1,1,0,inf,0.01826817683595177,91.9437340153444,One-time Contributor
Ustun Ozgur,2011-07-18,2011-07-18,1,1,0,inf,0.01826817683595177,91.96200219218035,One-time Contributor
Vadim Pestovnikov,2012-04-20,2012-04-20,1,1,0,inf,0.01826817683595177,91.9802703690163,One-time Contributor
Viet Hung Nguyen,2020-11-01,2020-11-01,1,1,0,inf,0.01826817683595177,91.99853854585224,One-time Contributor
Vincent Driessen,2015-06-10,2015-06-10,1,1,0,inf,0.01826817683595177,92.01680672268819,One-time Contributor
Vladimir Kroz,2017-12-05,2017-12-05,1,1,0,inf,0.01826817683595177,92.03507489952413,One-time Contributor
Wayne Ye,2015-07-14,2015-07-14,1,1,0,inf,0.01826817683595177,92.05334307636008,One-time Contributor
Will Bowlin,2013-08-23,2013-08-23,1,1,0,inf,0.01826817683595177,92.07161125319602,One-time Contributor
William Horton,2017-06-30,2017-06-30,1,1,0,inf,0.01826817683595177,92.08987943003197,One-time Contributor
Wing,2014-05-17,2014-05-17,1,1,0,inf,0.01826817683595177,92.10814760686792,One-time Contributor
WolframAlph,2020-08-23,2020-08-23,1,1,0,inf,0.01826817683595177,92.12641578370386,One-time Contributor
Wxcaf茅 (Cl茅ment Hertling),2014-06-16,2014-06-16,1,1,0,inf,0.01826817683595177,92.14468396053981,One-time Contributor
Xephyr826,2017-05-10,2017-05-10,1,1,0,inf,0.01826817683595177,92.16295213737575,One-time Contributor
Yang Yang,2022-09-18,2022-09-18,1,1,0,inf,0.01826817683595177,92.1812203142117,One-time Contributor
Yoav Ram,2016-05-31,2016-05-31,1,1,0,inf,0.01826817683595177,92.19948849104765,One-time Contributor
Zachary Wright Heller,2013-12-24,2013-12-24,1,1,0,inf,0.01826817683595177,92.21775666788359,One-time Contributor
Zak Johnson,2014-04-21,2014-04-21,1,1,0,inf,0.01826817683595177,92.23602484471954,One-time Contributor
Zeb Palmer,2017-05-25,2017-05-25,1,1,0,inf,0.01826817683595177,92.25429302155548,One-time Contributor
Trey Long,2013-04-04,2013-04-04,1,1,0,inf,0.01826817683595177,92.27256119839143,One-time Contributor
ToolMoney,2023-06-29,2023-06-29,1,1,0,inf,0.01826817683595177,92.29082937522737,One-time Contributor
Tony Huang,2024-01-26,2024-01-26,1,1,0,inf,0.01826817683595177,92.30909755206332,One-time Contributor
Thomas Schranz,2010-07-08,2010-07-08,1,1,0,inf,0.01826817683595177,92.32736572889927,One-time Contributor
Swan Htet Aung,2017-02-09,2017-02-09,1,1,0,inf,0.01826817683595177,92.34563390573521,One-time Contributor
TehBrian,2022-10-04,2022-10-04,1,1,0,inf,0.01826817683595177,92.36390208257116,One-time Contributor
Tero Vuotila,2025-07-16,2025-07-16,1,1,0,inf,0.01826817683595177,92.3821702594071,One-time Contributor
Thiago J. Barbalho,2019-11-02,2019-11-02,1,1,0,inf,0.01826817683595177,92.40043843624305,One-time Contributor
Thiago de Arruda,2012-03-02,2012-03-02,1,1,0,inf,0.01826817683595177,92.418706613079,One-time Contributor
Thibaud Morel,2012-03-12,2012-03-12,1,1,0,inf,0.01826817683595177,92.43697478991494,One-time Contributor
Thomas Rhines,2022-08-14,2022-08-14,1,1,0,inf,0.01826817683595177,92.45524296675089,One-time Contributor
Thomas Sanjurjo,2016-05-22,2016-05-22,1,1,0,inf,0.01826817683595177,92.47351114358683,One-time Contributor
Tiago Coutinho,2018-05-21,2018-05-21,1,1,0,inf,0.01826817683595177,92.49177932042278,One-time Contributor
Tony De La Nuez,2021-01-30,2021-01-30,1,1,0,inf,0.01826817683595177,92.51004749725873,One-time Contributor
Ties Jan Hefting,2022-07-06,2022-07-06,1,1,0,inf,0.01826817683595177,92.52831567409467,One-time Contributor
Tim Hoagland,2022-05-02,2022-05-02,1,1,0,inf,0.01826817683595177,92.54658385093062,One-time Contributor
Timothy John Perisho Eccleston,2017-02-18,2017-02-18,1,1,0,inf,0.01826817683595177,92.56485202776656,One-time Contributor
Tobias Bieniek,2013-05-25,2013-05-25,1,1,0,inf,0.01826817683595177,92.58312020460251,One-time Contributor
Tobias Sette,2020-03-16,2020-03-16,1,1,0,inf,0.01826817683595177,92.60138838143845,One-time Contributor
Tom Busby,2018-09-19,2018-09-19,1,1,0,inf,0.01826817683595177,92.6196565582744,One-time Contributor
Tom-McDonald,2019-04-07,2019-04-07,1,1,0,inf,0.01826817683595177,92.63792473511035,One-time Contributor
Tomasz Kalkosi艅ski,2013-03-25,2013-03-25,1,1,0,inf,0.01826817683595177,92.65619291194629,One-time Contributor
abhiram kamini,2025-05-01,2025-05-01,1,1,0,inf,0.01826817683595177,92.67446108878224,One-time Contributor
ahmedakef,2016-07-28,2016-07-28,1,1,0,inf,0.01826817683595177,92.69272926561818,One-time Contributor
alatar-,2016-06-02,2016-06-02,1,1,0,inf,0.01826817683595177,92.71099744245413,One-time Contributor
erfanio,2019-10-26,2019-10-26,1,1,0,inf,0.01826817683595177,92.72926561929008,One-time Contributor
dayiguizhen,2018-05-22,2018-05-22,1,1,0,inf,0.01826817683595177,92.74753379612602,One-time Contributor
dcfix,2016-06-16,2016-06-16,1,1,0,inf,0.01826817683595177,92.76580197296197,One-time Contributor
dmackinnon,2013-09-25,2013-09-25,1,1,0,inf,0.01826817683595177,92.78407014979791,One-time Contributor
domandinho,2017-11-09,2017-11-09,1,1,0,inf,0.01826817683595177,92.80233832663386,One-time Contributor
doobeh,2010-11-03,2010-11-03,1,1,0,inf,0.01826817683595177,92.8206065034698,One-time Contributor
dzcode,2022-05-02,2022-05-02,1,1,0,inf,0.01826817683595177,92.83887468030575,One-time Contributor
emisargent,2023-04-13,2023-04-13,1,1,0,inf,0.01826817683595177,92.8571428571417,One-time Contributor
enkore,2013-08-17,2013-08-17,1,1,0,inf,0.01826817683595177,92.87541103397764,One-time Contributor
esaurito,2012-07-02,2012-07-02,1,1,0,inf,0.01826817683595177,92.89367921081359,One-time Contributor
d3spis3d,2013-10-30,2013-10-30,1,1,0,inf,0.01826817683595177,92.91194738764953,One-time Contributor
ezramorris,2016-11-17,2016-11-17,1,1,0,inf,0.01826817683595177,92.93021556448548,One-time Contributor
flowerhack,2014-11-03,2014-11-03,1,1,0,inf,0.01826817683595177,92.94848374132143,One-time Contributor
fmw,2011-02-04,2011-02-04,1,1,0,inf,0.01826817683595177,92.96675191815737,One-time Contributor
fphonor,2018-03-19,2018-03-19,1,1,0,inf,0.01826817683595177,92.98502009499332,One-time Contributor
frostming,2019-12-26,2019-12-26,1,1,0,inf,0.01826817683595177,93.00328827182926,One-time Contributor
georgschoelly,2016-06-26,2016-06-26,1,1,0,inf,0.01826817683595177,93.02155644866521,One-time Contributor
girst,2020-09-15,2020-09-15,1,1,0,inf,0.01826817683595177,93.03982462550115,One-time Contributor
gokcegrbl,2019-05-31,2019-05-31,1,1,0,inf,0.01826817683595177,93.0580928023371,One-time Contributor
dataforger,2016-05-24,2016-05-24,1,1,0,inf,0.01826817683595177,93.07636097917305,One-time Contributor
d1ffuz0r,2012-08-29,2012-08-29,1,1,0,inf,0.01826817683595177,93.09462915600899,One-time Contributor
aligoren,2019-06-07,2019-06-07,1,1,0,inf,0.01826817683595177,93.11289733284494,One-time Contributor
black,2025-03-24,2025-03-24,1,1,0,inf,0.01826817683595177,93.13116550968088,One-time Contributor
asilversempirical,2017-04-06,2017-04-06,1,1,0,inf,0.01826817683595177,93.14943368651683,One-time Contributor
asmith26,2017-07-16,2017-07-16,1,1,0,inf,0.01826817683595177,93.16770186335278,One-time Contributor
atupal,2014-04-02,2014-04-02,1,1,0,inf,0.01826817683595177,93.18597004018872,One-time Contributor
